PKOBP,20130102,37.35
JSW,20130702,66.68
TPSA,20130702,7.65
PKOBP,20130703,33.9
KGHM,20130703,126.5
PGNIG,20130703,6.06
JSW,20130703,68.62
TPSA,20130703,7.67
PKOBP,20130704,34.88
KGHM,20130704,130
PGNIG,20130704,6.11
JSW,20130704,66.3
TPSA,20130704,7.74
PKOBP,20130705,34.5
KGHM,20130705,125
PGNIG,20130705,6.25
JSW,20130705,65.4
TPSA,20130705,7.73
PKOBP,20130708,34.62
KGHM,20130708,124.5
PGNIG,20130708,6.05
JSW,20130708,64.5
TPSA,20130708,7.6
PKOBP,20130709,34.2
KGHM,20130709,122
PGNIG,20130709,6.15
JSW,20130709,63.01
TPSA,20130709,7.7
PKOBP,20130710,35
KGHM,20130710,113.5
PGNIG,20130710,6.22
JSW,20130710,64.59
TPSA,20130710,7.9
PKOBP,20130711,35.25
KGHM,20130711,117.2
PGNIG,20130711,6.28
JSW,20130711,65.87
TPSA,20130711,7.93
PKOBP,20130712,35.95
KGHM,20130712,119.5
PGNIG,20130712,6.26
JSW,20130712,67.41
TPSA,20130712,7.97
PKOBP,20130715,36.2
KGHM,20130715,120.5
PGNIG,20130715,6.23
JSW,20130715,66.82
TPSA,20130715,7.9
PKOBP,20130716,36.4
KGHM,20130716,117.1
PGNIG,20130716,6.25
JSW,20130716,65.6
TPSA,20130716,7.94
PKOBP,20130717,36.4
KGHM,20130717,114
PGNIG,20130717,6.15
JSW,20130717,65.1
TPSA,20130717,8.04
PKOBP,20130718,36.6
KGHM,20130718,113
PGNIG,20130718,6.1
JSW,20130718,65.76
TPSA,20130718,8
PKOBP,20130719,36.79
KGHM,20130719,114.9
PGNIG,20130719,6.09
JSW,20130719,65.54
TPSA,20130719,8.05
PKOBP,20130722,36.99
KGHM,20130722,115.7
PGNIG,20130722,5.92
JSW,20130722,64.6
TPSA,20130722,8
PKOBP,20130723,36.99
KGHM,20130723,117.5
PGNIG,20130723,6
JSW,20130723,66
TPSA,20130723,8
PKOBP,20130724,36.15
KGHM,20130724,117.5
PGNIG,20130724,6.16
JSW,20130724,66.2
TPSA,20130724,7.94
PKOBP,20130725,36.77
KGHM,20130725,114.9
PGNIG,20130725,6.2
JSW,20130725,66.25
TPSA,20130725,7.77
PKOBP,20130726,36.2
KGHM,20130726,112
PGNIG,20130726,6.11
JSW,20130726,65.8
TPSA,20130726,7.69
PKOBP,20130729,36.3
KGHM,20130729,113.55
PGNIG,20130729,6.16
JSW,20130729,64
TPSA,20130729,7.8
PKOBP,20130730,36.59
KGHM,20130730,111.9
PGNIG,20130730,6.13
JSW,20130730,65
TPSA,20130730,7.78
PKOBP,20130731,37.2
KGHM,20130731,111
PGNIG,20130731,6.2
JSW,20130731,67
TPSA,20130731,7.6
PKOBP,20130801,38.17
KGHM,20130801,113.8
PGNIG,20130801,6.22
JSW,20130801,66.1
TPSA,20130801,7.7
PKOBP,20130802,39
KGHM,20130802,117.35
PGNIG,20130802,6.44
JSW,20130802,68.85
TPSA,20130802,7.76
PKOBP,20130805,38.7
KGHM,20130805,118.2
PGNIG,20130805,6.39
JSW,20130805,67.5
TPSA,20130805,7.7
PKOBP,20130806,37.3
KGHM,20130806,115.7
PGNIG,20130806,6.5
JSW,20130806,67.45
TPSA,20130806,7.64
PKOBP,20130807,37.79
KGHM,20130807,114.9
PGNIG,20130807,6.55
JSW,20130807,66.85
TPSA,20130807,7.55
PKOBP,20130808,38.49
KGHM,20130808,119
PGNIG,20130808,6.49
JSW,20130808,66.4
TPSA,20130808,7.67
PKOBP,20130809,39
KGHM,20130809,125.95
PGNIG,20130809,6.4
JSW,20130809,66.95
TPSA,20130809,7.51
PKOBP,20130812,39
KGHM,20130812,128.15
PGNIG,20130812,6.25
JSW,20130812,72
TPSA,20130812,7.39
PKOBP,20130813,39
KGHM,20130813,127.45
PGNIG,20130813,6.3
JSW,20130813,74
TPSA,20130813,7.28
PKOBP,20130814,39.45
KGHM,20130814,125
PGNIG,20130814,6.45
JSW,20130814,74.75
TPSA,20130814,7.14
PKOBP,20130816,39
KGHM,20130816,124
PGNIG,20130816,6.38
JSW,20130816,72.81
TPSA,20130816,7.06
PKOBP,20130819,39.08
KGHM,20130819,123
PGNIG,20130819,6.42
JSW,20130819,70.5
TPSA,20130819,7.2
PKOBP,20130820,38.54
KGHM,20130820,122.9
PGNIG,20130820,6.35
JSW,20130820,71
TPSA,20130820,7.15
PKOBP,20130821,37.92
KGHM,20130821,123
PGNIG,20130821,6.28
JSW,20130821,72
TPSA,20130821,7.3
PKOBP,20130822,38.31
KGHM,20130822,128.3
PGNIG,20130822,6.22
JSW,20130822,73
TPSA,20130822,7.53
PKOBP,20130823,38.67
KGHM,20130823,129.1
PGNIG,20130823,6.11
JSW,20130823,71.9
TPSA,20130823,7.61
PKOBP,20130826,38.22
KGHM,20130826,129.25
PGNIG,20130826,6.18
JSW,20130826,70.05
TPSA,20130826,7.57
PKOBP,20130827,38
KGHM,20130827,125.1
PGNIG,20130827,6.03
JSW,20130827,68.5
TPSA,20130827,7.53
PKOBP,20130828,38.1
KGHM,20130828,124.5
PGNIG,20130828,6.19
JSW,20130828,69.8
TPSA,20130828,7.68
PKOBP,20130829,37.95
KGHM,20130829,123.6
PGNIG,20130829,6.15
JSW,20130829,68.27
TPSA,20130829,7.62
PKOBP,20130830,38.31
KGHM,20130830,122.6
PGNIG,20130830,6.18
JSW,20130830,67.93
TPSA,20130830,7.65
PKOBP,20130902,38.33
KGHM,20130902,128.4
PGNIG,20130902,6.07
JSW,20130902,68.59
TPSA,20130902,7.55
PKOBP,20130903,37.73
KGHM,20130903,125.5
PGNIG,20130903,6.05
JSW,20130903,68.5
TPSA,20130903,7.61
PKOBP,20130904,37.01
KGHM,20130904,123.3
PGNIG,20130904,5.9
JSW,20130904,67.47
TPSA,20130904,7.7
PKOBP,20130905,35.13
KGHM,20130905,116.45
PGNIG,20130905,5.57
JSW,20130905,65
TPSA,20130905,7.34
PKOBP,20130906,35.22
KGHM,20130906,120
PGNIG,20130906,5.72
JSW,20130906,66.2
TPSA,20130906,7.28
PKOBP,20130909,35.85
KGHM,20130909,125.4
PGNIG,20130909,5.76
JSW,20130909,72
TPSA,20130909,7.4
PKOBP,20130910,36.9
KGHM,20130910,124.05
PGNIG,20130910,6.08
JSW,20130910,78.5
TPSA,20130910,7.73
PKOBP,20130911,37.1
KGHM,20130911,125.5
PGNIG,20130911,6.35
JSW,20130911,78.71
TPSA,20130911,7.93
PKOBP,20130912,37.87
KGHM,20130912,126.95
PGNIG,20130912,6.23
JSW,20130912,79
TPSA,20130912,7.9
PKOBP,20130913,37.85
KGHM,20130913,124
PGNIG,20130913,6.15
JSW,20130913,76.85
TPSA,20130913,7.8
PKOBP,20130916,38
KGHM,20130916,122.5
PGNIG,20130916,6.05
JSW,20130916,74
TPSA,20130916,7.77
PKOBP,20130917,36.31
KGHM,20130917,123.8
PGNIG,20130917,6.11
JSW,20130917,75.6
TPSA,20130917,7.76
PKOBP,20130918,36.66
KGHM,20130918,123.8
PGNIG,20130918,6.11
JSW,20130918,75
TPSA,20130918,7.83
PKOBP,20130919,37
KGHM,20130919,127.5
PGNIG,20130919,6.22
JSW,20130919,78.4
TPSA,20130919,7.8
PKOBP,20130920,36.1
KGHM,20130920,126.45
PGNIG,20130920,6.2
JSW,20130920,81
TPSA,20130920,7.8
PKOBP,20130923,35.95
KGHM,20130923,124
PGNIG,20130923,6.18
JSW,20130923,79.9
TPSA,20130923,7.84
PKOBP,20130924,36.13
KGHM,20130924,123.8
PGNIG,20130924,6.19
JSW,20130924,78
TPSA,20130924,7.89
PKOBP,20130925,36.55
KGHM,20130925,124.1
PGNIG,20130925,6.12
JSW,20130925,78.3
TPSA,20130925,8.34
PKOBP,20130926,37.43
KGHM,20130926,126.5
PGNIG,20130926,6.1
JSW,20130926,77.95
TPSA,20130926,8.4
PKOBP,20130927,37.29
KGHM,20130927,124
PGNIG,20130927,6.07
JSW,20130927,75.9
TPSA,20130927,8.36
PKOBP,20130930,37.1
KGHM,20130930,123.3
PGNIG,20130930,6.13
JSW,20130930,73.25
TPSA,20130930,8.3
PKOBP,20131001,37.2
KGHM,20131001,121.1
PGNIG,20131001,6.2
JSW,20131001,75.41
TPSA,20131001,8.39
PKOBP,20131002,37.44
KGHM,20131002,119.5
PGNIG,20131002,6.07
JSW,20131002,74.85
TPSA,20131002,8.6
PKOBP,20131003,37.7
KGHM,20131003,120
PGNIG,20131003,6.03
JSW,20131003,74
TPSA,20131003,8.64
PKOBP,20131004,37.45
KGHM,20131004,120.8
PGNIG,20131004,5.9
JSW,20131004,72.5
TPSA,20131004,8.55
PKOBP,20131007,37.27
KGHM,20131007,118.3
PGNIG,20131007,5.73
JSW,20131007,74
TPSA,20131007,8.58
PKOBP,20131008,37.45
KGHM,20131008,119.3
PGNIG,20131008,5.72
JSW,20131008,73.15
TPSA,20131008,8.55
PKOBP,20131009,37.5
KGHM,20131009,120
PGNIG,20131009,5.71
JSW,20131009,72.2
TPSA,20131009,8.59
PKOBP,20131010,38.5
KGHM,20131010,124.4
PGNIG,20131010,5.98
JSW,20131010,74.8
TPSA,20131010,8.6
PKOBP,20131011,39.01
KGHM,20131011,123
PGNIG,20131011,5.98
JSW,20131011,74.34
TPSA,20131011,8.75
PKOBP,20131014,38.83
KGHM,20131014,122
PGNIG,20131014,5.86
JSW,20131014,72.51
TPSA,20131014,8.69
PKOBP,20131015,38.65
KGHM,20131015,123.2
PGNIG,20131015,5.78
JSW,20131015,71.8
TPSA,20131015,8.72
PKOBP,20131016,38.7
KGHM,20131016,123.9
PGNIG,20131016,5.85
JSW,20131016,69.65
TPSA,20131016,8.7
PKOBP,20131017,38.1
KGHM,20131017,121.95
PGNIG,20131017,5.78
JSW,20131017,68
TPSA,20131017,8.51
PKOBP,20131018,38.9
KGHM,20131018,121.35
PGNIG,20131018,5.74
JSW,20131018,68.55
TPSA,20131018,8.64
PKOBP,20131021,39.47
KGHM,20131021,123.7
PGNIG,20131021,5.83
JSW,20131021,69.55
TPSA,20131021,8.8
PKOBP,20131022,39.15
KGHM,20131022,123.75
PGNIG,20131022,5.77
JSW,20131022,68.15
TPSA,20131022,9.28
PKOBP,20131023,39.1
KGHM,20131023,121.4
PGNIG,20131023,5.72
JSW,20131023,67.22
TPSA,20131023,9.43
PKOBP,20131024,39.71
KGHM,20131024,123.2
PGNIG,20131024,5.7
JSW,20131024,67.6
TPSA,20131024,9.79
PKOBP,20131025,40.15
KGHM,20131025,121.8
PGNIG,20131025,5.65
JSW,20131025,66.5
TPSA,20131025,9.88
PKOBP,20131028,41
KGHM,20131028,123.1
PGNIG,20131028,5.71
JSW,20131028,68.4
TPSA,20131028,10.2
PKOBP,20131029,41.3
KGHM,20131029,124.1
PGNIG,20131029,5.8
JSW,20131029,68.4
TPSA,20131029,10.39
PKOBP,20131030,40.75
KGHM,20131030,124.35
PGNIG,20131030,5.77
JSW,20131030,67.79
TPSA,20131030,9.96
PKOBP,20131031,40.85
KGHM,20131031,124.55
PGNIG,20131031,5.67
JSW,20131031,66.65
TPSA,20131031,9.98
PKOBP,20131104,40.93
KGHM,20131104,124.95
PGNIG,20131104,5.79
JSW,20131104,66.77
TPSA,20131104,9.96
PKOBP,20131105,40.7
KGHM,20131105,123.4
PGNIG,20131105,5.77
JSW,20131105,65.2
TPSA,20131105,9.81
PKOBP,20131106,41.13
KGHM,20131106,125
PGNIG,20131106,5.79
JSW,20131106,65.9
TPSA,20131106,10
PKOBP,20131107,40.8
KGHM,20131107,124.3
PGNIG,20131107,5.64
JSW,20131107,65.8
TPSA,20131107,10
PKOBP,20131108,40.45
KGHM,20131108,123.5
PGNIG,20131108,5.7
JSW,20131108,65.86
TPSA,20131108,9.97
PKOBP,20131112,40.35
KGHM,20131112,120
PGNIG,20131112,5.66
JSW,20131112,65.06
TPSA,20131112,10
PKOBP,20131113,39.5
KGHM,20131113,114.15
PGNIG,20131113,5.63
JSW,20131113,62.2
TPSA,20131113,9.95
PKOBP,20131114,40.46
KGHM,20131114,115.9
PGNIG,20131114,5.8
JSW,20131114,63
TPSA,20131114,10.13
PKOBP,20131115,41.29
KGHM,20131115,119.5
PGNIG,20131115,5.75
JSW,20131115,63.44
TPSA,20131115,10.6
PKOBP,20131118,42
KGHM,20131118,121.9
PGNIG,20131118,5.97
JSW,20131118,66.25
TPSA,20131118,10.99
PKOBP,20131119,41.5
KGHM,20131119,120.5
PGNIG,20131119,5.92
JSW,20131119,65.67
TPSA,20131119,11.1
PKOBP,20131120,41
KGHM,20131120,121.7
PGNIG,20131120,5.92
JSW,20131120,67.94
TPSA,20131120,10.99
PKOBP,20131121,41.08
KGHM,20131121,120.45
PGNIG,20131121,5.87
JSW,20131121,66.81
TPSA,20131121,10.81
PKOBP,20131122,41.5
KGHM,20131122,121.4
PGNIG,20131122,5.81
JSW,20131122,68.3
TPSA,20131122,10.8
PKOBP,20131125,41.9
KGHM,20131125,122.85
PGNIG,20131125,5.9
JSW,20131125,69
TPSA,20131125,10.79
PKOBP,20131126,41.3
KGHM,20131126,121.9
PGNIG,20131126,5.68
JSW,20131126,68.9
TPSA,20131126,10.54
PKOBP,20131127,41.9
KGHM,20131127,121
PGNIG,20131127,5.57
JSW,20131127,67.97
TPSA,20131127,10.5
PKOBP,20131128,41.5
KGHM,20131128,117
PGNIG,20131128,5.64
JSW,20131128,66.97
TPSA,20131128,10.3
PKOBP,20131129,41.15
KGHM,20131129,118.45
PGNIG,20131129,5.75
JSW,20131129,66.14
TPSA,20131129,10.35
PKOBP,20131202,40.4
KGHM,20131202,116
PGNIG,20131202,5.71
JSW,20131202,64
TPSA,20131202,10.15
PKOBP,20131203,39.8
KGHM,20131203,113.5
PGNIG,20131203,5.75
JSW,20131203,62.29
TPSA,20131203,10.1
PKOBP,20131204,39.43
KGHM,20131204,113.7
PGNIG,20131204,5.72
JSW,20131204,61.51
TPSA,20131204,10.25
PKOBP,20131205,38.97
KGHM,20131205,112
PGNIG,20131205,5.75
JSW,20131205,60.75
TPSA,20131205,10.15
PKOBP,20131206,39.7
KGHM,20131206,112.8
PGNIG,20131206,5.65
JSW,20131206,62.3
TPSA,20131206,10.15
PKOBP,20131209,39.7
KGHM,20131209,115
PGNIG,20131209,5.58
JSW,20131209,62.3
TPSA,20131209,9.51
PKOBP,20131210,39.5
KGHM,20131210,116.8
PGNIG,20131210,5.45
JSW,20131210,61.5
TPSA,20131210,9.79
PKOBP,20131211,40.15
KGHM,20131211,116
PGNIG,20131211,5.34
JSW,20131211,60.2
TPSA,20131211,9.74
PKOBP,20131212,40
KGHM,20131212,113.85
PGNIG,20131212,5.24
JSW,20131212,60.87
TPSA,20131212,9.66
PKOBP,20131213,39.26
KGHM,20131213,114.95
PGNIG,20131213,5.21
JSW,20131213,60.5
TPSA,20131213,9.59
PKOBP,20131216,39.5
KGHM,20131216,114.75
PGNIG,20131216,5.3
JSW,20131216,60.05
TPSA,20131216,9.6
PKOBP,20131217,38.64
KGHM,20131217,114.3
PGNIG,20131217,5.28
JSW,20131217,58.48
TPSA,20131217,9.79
PKOBP,20131218,39.21
KGHM,20131218,115.5
PGNIG,20131218,5.39
JSW,20131218,57.5
TPSA,20131218,9.61
PKOBP,20131219,39.3
KGHM,20131219,115
PGNIG,20131219,5.25
JSW,20131219,55.93
TPSA,20131219,9.7
PKOBP,20131220,40.2
KGHM,20131220,114
PGNIG,20131220,5.29
JSW,20131220,54
TPSA,20131220,9.72
PKOBP,20131223,39.66
KGHM,20131223,114.65
PGNIG,20131223,5.27
JSW,20131223,54.21
TPSA,20131223,9.77
PKOBP,20131227,39.5
KGHM,20131227,116.8
PGNIG,20131227,5.14
JSW,20131227,54.09
TPSA,20131227,9.7
PKOBP,20131230,39.42
KGHM,20131230,118
PGNIG,20131230,5.15
JSW,20131230,53.13
TPSA,20131230,9.8
